"POP_SIZE","DISPERSAL_SIGMA","P_D","YEAR_SHAPE","id","run","slope","slope_patches","init_indivs","init_patches","num_gens","num_individuals","num_juveniles","num_patches","num_hops_mean","num_hops_sd","prop_dispersers","distance_mean","distance_sd","children_mean","children_sd"
40,0.2,0.5,1,"run000001","sim_runs/run000001/sim_2860352394133.log",-28.8994371482176,-0.937429643527204,3880,103,40,1948,5384,30,7.27375,14.3701,0,0.0795778,0.131663,4.95993,4.19444
320,0.2,0.5,1,"run000002","sim_runs/run000002/sim_2091682513587.log",102.385178236398,2.37401500938086,31040,126,40,29963,66740,182,7.70152,15.0882,0,0.0812063,0.132242,5.01296,4.24077
40,2,0.5,1,"run000003","sim_runs/run000003/sim_1873090608798.log",201.830300187617,3.72251407129456,3880,117,40,10906,24311,187,6.76424,15.5855,0,0.725092,1.4616,4.70505,4.30587
320,2,0.5,1,"run000004","sim_runs/run000004/sim_3808531460441.log",3974.19146341463,7.77673545966228,31040,531,40,178205,443493,796,7.89674,16.2801,0,0.831033,1.49102,4.99547,4.24245
40,0.2,0.015625,1,"run000005","sim_runs/run000005/sim_4280230706815.log",-69.4085365853659,-1.40065666041276,3880,107,40,935,2173,15,0.117773,1.85574,0,0.000995945,0.0135059,4.87767,3.90759
320,0.2,0.015625,1,"run000006","sim_runs/run000006/sim_2622511251822.log",-98.4056285178237,-0.0881801125703559,31040,130,40,19847,62375,96,0.234808,3.02967,0,0.00251099,0.0281888,4.98521,4.23943
40,2,0.015625,1,"run000007","sim_runs/run000007/sim_3877381905199.log",-26.6791744840525,-0.913789868667917,3880,107,40,2728,8163,38,0.502384,4.57215,0,0.0589707,0.476564,4.87053,4.36713
320,2,0.015625,1,"run000008","sim_runs/run000008/sim_2364013174837.log",3682.62101313321,23.2163227016885,31040,530,40,149364,387503,1096,0.179335,2.70248,0,0.0198788,0.273473,5.0158,4.23151
40,0.2,0.5,2,"run000009","sim_runs/run000009/sim_1867650586490.log",-33.5212945590994,-0.836303939962476,3880,104,40,924,2115,18,7.67714,13.711,0,0.0833515,0.12493,4.75816,4.22255
320,0.2,0.5,2,"run000010","sim_runs/run000010/sim_1912270768075.log",140.512851782364,2.67936210131332,31040,143,40,21613,51043,213,8.10568,15.3171,0,0.0858141,0.139107,4.92076,4.16982
40,2,0.5,2,"run000011","sim_runs/run000011/sim_1895661087510.log",101.6,2.05196998123827,3880,122,40,6828,16026,117,8.67643,17.5656,0,0.92867,1.62382,4.60253,4.26084
320,2,0.5,2,"run000012","sim_runs/run000012/sim_3896342033602.log",3121.50168855535,5.7328330206379,31040,570,40,149370,368666,670,8.66824,16.9093,0,0.909978,1.53282,4.97673,4.23028
40,0.2,0.015625,2,"run000013","sim_runs/run000013/sim_4179289978961.log",-34.1364915572233,-0.928142589118198,3880,108,40,590,987,14,0.256367,3.21145,0,0.00186559,0.0212938,4.41611,4.31251
320,0.2,0.015625,2,"run000014","sim_runs/run000014/sim_2092182994551.log",-95.096904315197,-0.0669793621013131,31040,119,40,10876,21510,92,0.203218,2.70156,0,0.00230921,0.0278263,4.93179,4.20382
40,2,0.015625,2,"run000015","sim_runs/run000015/sim_1673471010295.log",-25.7181988742964,-0.722138836772983,3880,113,40,1340,3700,32,0.259895,2.88255,0,0.0312595,0.325997,4.96978,4.15878
320,2,0.015625,2,"run000016","sim_runs/run000016/sim_1924390829023.log",1722.87889305816,19.9209193245779,31040,536,40,79065,196270,942,0.208995,2.99123,0,0.0233777,0.30122,4.99949,4.21623
92.2551042027771,1.59018863905221,0.233495566135389,1.116705003893,"run000017","sim_runs/run000017/sim_2364183174906.log",836.627016885554,7.65759849906191,8949,267,40,38895,90413,432,2.79346,10.6653,0,0.238751,0.819671,4.90163,4.26454
93.4330532886088,1.69355086800642,0.0241133675044694,1.78757845773362,"run000018","sim_runs/run000018/sim_3036633248132.log",192.915103189493,1.52016885553471,9064,282,40,11557,33418,161,0.44981,4.69878,0,0.0415164,0.390442,4.90647,4.18358
91.5317907650024,1.45315149761736,0.245774397055357,1.80047250702046,"run000019","sim_runs/run000019/sim_2712371675148.log",567.668198874296,6.27711069418386,8879,257,40,27143,68189,354,3.69479,12.2184,0,0.287526,0.857039,4.96462,4.34231
225.399589175358,0.413895202055574,0.0450420993984153,1.94142678333446,"run000020","sim_runs/run000020/sim_4221430282774.log",85.9893058161352,0.684333958724203,21864,168,40,17869,38133,126,0.457858,4.36994,0,0.0104501,0.0884675,5.00729,4.21507
220.023990571499,1.38662358280271,0.445862906828552,1.82125873328187,"run000021","sim_runs/run000021/sim_2375139797617.log",1794.7330206379,6.18949343339587,21343,365,40,91547,222292,524,7.09922,15.5758,0,0.52324,1.01048,4.97047,4.24637
252.099674381316,0.832314707990736,0.310858451513923,1.96160705131479,"run000022","sim_runs/run000022/sim_2577530407274.log",1802.78686679174,12.1338649155722,24454,260,40,78706,200778,621,4.41037,12.7845,0,0.194907,0.507214,5.00887,4.23677
132.776336707175,1.07280190270394,0.101703168227687,1.66383069846779,"run000023","sim_runs/run000023/sim_4163599898426.log",843.401125703565,8.41763602251407,12880,244,40,38289,87961,417,1.09413,6.85612,0,0.0626153,0.355546,5.01031,4.21737
182.001370750368,0.709664209000766,0.0392608400252357,1.64571559196338,"run000024","sim_runs/run000024/sim_2079390101378.log",509.702626641651,3.94784240150094,17655,218,40,29470,73170,264,0.405613,4.16507,0,0.0155818,0.149854,4.98365,4.19482
137.57604922168,0.233500757487491,0.387911024507048,1.71716027520597,"run000025","sim_runs/run000025/sim_3832281613004.log",43.6605065666041,0.681801125703565,13345,126,40,9362,20450,112,5.54674,13.1008,0,0.0671773,0.135486,4.9206,4.18751
304.006753079593,1.46924166171812,0.384246544323105,1.59051211131737,"run000026","sim_runs/run000026/sim_4187830040121.log",2832.62317073171,9.90422138836773,29489,421,40,141798,358040,799,5.85642,14.423,0,0.45758,0.98922,4.9734,4.23483
217.228737240657,0.596345958812162,0.347879545672185,1.51859816978686,"run000027","sim_runs/run000027/sim_4105509407439.log",1623.14512195122,12.7599437148218,21072,196,40,70876,174935,588,4.35754,12.3957,0,0.134213,0.341442,5.01318,4.24634
239.566562576219,0.843361266795546,0.303381777412142,1.83658390096389,"run000028","sim_runs/run000028/sim_4157059797409.log",1738.84493433396,11.9269230769231,23238,255,40,77992,209450,655,4.34845,12.6996,0,0.194624,0.510375,5.01725,4.26524
63.6452540569007,1.93487824751064,0.330657145746954,1.73249523155391,"run000029","sim_runs/run000029/sim_4272530646601.log",338.936491557223,4.49737335834897,6174,216,40,17644,45167,263,5.09278,13.927,0,0.531083,1.2913,4.88239,4.23012
67.0085659343749,0.321442860364914,0.0971772149641765,1.4068686531391,"run000030","sim_runs/run000030/sim_4024472874362.log",-42.7019699812382,-0.725422138836772,6500,129,40,2895,7650,36,1.31652,7.3991,0,0.0200802,0.105246,4.98209,4.14218
224.792424533516,1.36233068499714,0.167937807589624,1.26083078258671,"run000031","sim_runs/run000031/sim_3009723114610.log",2425.56641651032,15.1037523452158,21805,338,40,109189,265978,781,1.9763,8.89077,0,0.144584,0.589487,5.0142,4.24231
124.950757976621,1.13732358762063,0.442133303367882,1.96144961402752,"run000032","sim_runs/run000032/sim_1750789979656.log",775.170168855535,5.41378986866792,12121,261,40,38944,94218,357,6.98462,15.6476,0,0.423991,0.832839,4.95428,4.28665
156.927950596437,1.13886253270321,0.294993082861765,1.99097844935022,"run000033","sim_runs/run000033/sim_4105619407528.log",1122.67166979362,8.16341463414634,15223,285,40,53140,128305,435,4.23676,12.6952,0,0.256122,0.685265,4.98359,4.26514
120.303182909265,1.23766961093061,0.424813124132925,1.25707657961175,"run000034","sim_runs/run000034/sim_4331529358901.log",1035.68714821764,7.21500938086304,11670,256,40,46327,113751,430,6.35397,14.9981,0,0.414149,0.867081,4.9355,4.28281
117.134728720412,0.426936074206606,0.475655264377565,1.24158418271691,"run000035","sim_runs/run000035/sim_1768850100950.log",547.479549718574,6.49315196998124,11363,164,40,26320,62148,312,5.97986,13.5706,0,0.131271,0.257455,4.99101,4.20582
267.870365241542,0.599139078427106,0.499667676860554,1.23035106272437,"run000036","sim_runs/run000036/sim_2150192934032.log",2368.07279549719,13.7482176360225,25984,203,40,98912,245112,652,6.81428,14.7903,0,0.214215,0.412455,4.99917,4.24968
260.605228608474,0.37573371832259,0.032674098139978,1.28716318728402,"run000037","sim_runs/run000037/sim_4239110404314.log",115.936397748593,0.957410881801127,25279,170,40,23926,56292,143,0.370825,3.76168,0,0.00710861,0.0659971,4.98512,4.17173
168.36226766929,1.44590758699924,0.0593925283101271,1.30870678042993,"run000038","sim_runs/run000038/sim_1885121038046.log",1526.61538461538,11.0992495309569,16332,343,40,66132,164473,551,0.6459,5.21444,0,0.0512781,0.378742,5.01404,4.25618
160.636458555236,1.09354488137178,0.331912913341512,1.70347787556238,"run000039","sim_runs/run000039/sim_1682359736359.log",1221.26257035647,8.6812382739212,15582,270,40,57179,146008,496,4.7005,13.3196,0,0.270112,0.683515,4.98644,4.26868
248.662485294044,0.788831412279978,0.308442896046472,1.58166100177914,"run000040","sim_runs/run000040/sim_3040143263506.log",2108.02101313321,13.8885553470919,24121,236,40,90931,232143,715,4.00285,12.1292,0,0.168228,0.460674,4.9868,4.26149
109.57561885938,1.28641404286027,0.100285404776514,1.79811917967163,"run000041","sim_runs/run000041/sim_4105459407413.log",565.052720450281,6.28292682926829,10629,254,40,27778,70273,347,1.13184,6.9898,0,0.0788926,0.437069,4.99666,4.27183
309.329799031839,0.26938689481467,0.377865070622647,1.34449951956049,"run000042","sim_runs/run000042/sim_1910891191118.log",598.091463414634,5.31069418386491,30005,147,40,47108,102306,311,5.26387,12.9058,0,0.072827,0.151134,5.03871,4.22029
227.579094739631,0.72013488789089,0.419234091001272,1.99586667167023,"run000043","sim_runs/run000043/sim_4272570646632.log",1610.20909943715,11.027861163227,22076,222,40,67907,173587,556,6.3323,14.6728,0,0.24477,0.50947,4.98928,4.24124
310.61282643117,1.82918086433783,0.451765756079112,1.75537290098146,"run000044","sim_runs/run000044/sim_1955772454217.log",3257.68583489681,7.66238273921201,30130,487,40,150546,380654,697,7.58835,15.975,0,0.734937,1.3496,4.98535,4.22644
142.787926960737,0.444791307440028,0.0498190406688082,1.40472898283042,"run000045","sim_runs/run000045/sim_2126432781108.log",142.974859287054,0.778611632270169,13851,163,40,15663,43114,124,0.500447,4.30667,0,0.0122304,0.098873,5.01851,4.2009
269.315627375618,0.820257370453328,0.353404766643507,1.25646786834113,"run000046","sim_runs/run000046/sim_2261560768247.log",2499.22232645403,14.1179174484053,26124,254,40,117760,283729,755,4.33344,12.414,0,0.18771,0.486042,4.99035,4.22592
310.09599654004,0.368667125189677,0.35303732272223,1.74266031524166,"run000047","sim_runs/run000047/sim_4182569995305.log",1502.8074108818,14.2800187617261,30080,163,40,72073,167913,647,4.67534,12.4783,0,0.0890227,0.204016,4.96087,4.21625
124.914805637673,0.419392246101052,0.0910183127634809,1.44040263164788,"run000048","sim_runs/run000048/sim_4285510734171.log",76.9001876172608,0.474953095684803,12117,152,40,9984,24413,108,0.937894,6.01061,0,0.0202389,0.116659,4.92346,4.18721
169.167871354148,0.296723610349,0.0736749172974669,1.27680574473925,"run000049","sim_runs/run000049/sim_2131102814164.log",-29.4156660412758,0.0355534709193242,16410,138,40,12357,31031,96,0.849061,5.41616,0,0.0127857,0.0695253,4.94873,4.15818
206.176216537133,1.05155228073709,0.0279671791940928,1.7204766550567,"run000050","sim_runs/run000050/sim_3958412454195.log",746.383677298311,6.80440900562852,20000,300,40,37826,89175,368,0.342631,4.08274,0,0.0194513,0.207103,4.94743,4.21667
193.883633539081,0.886000750446692,0.361192118303734,1.14782596519217,"run000051","sim_runs/run000051/sim_1992261793346.log",1725.47138836773,11.2137898686679,18807,253,40,80248,199980,608,4.52547,12.7705,0,0.214128,0.544595,5.0126,4.25834
219.174224650487,1.72895362684503,0.486543828992581,1.78398358519189,"run000052","sim_runs/run000052/sim_1902201130990.log",1994.97476547842,5.42664165103189,21260,411,40,95343,232106,493,8.35978,16.6531,0,0.763115,1.31748,4.99373,4.26509
217.183728544042,0.580355465179309,0.166015230308403,1.56050522672012,"run000053","sim_runs/run000053/sim_2140542874403.log",1369.69390243902,11.5719512195122,21067,208,40,57959,149631,533,1.84874,8.34951,0,0.0560021,0.233176,4.96157,4.23777
268.600190961733,1.29261474935338,0.0428948454027704,1.06969435326755,"run000054","sim_runs/run000054/sim_4120139506853.log",2861.95731707317,19.6898686679174,26055,342,40,114711,287914,921,0.471336,4.55992,0,0.0330636,0.292676,5.00185,4.22852
183.239546567202,0.352953032357618,0.14442147884256,1.79307706234977,"run000055","sim_runs/run000055/sim_3046643293694.log",146.083020637899,1.98236397748593,17775,143,40,17453,39479,172,1.70576,7.70615,0,0.0309289,0.127213,5.0417,4.20912
292.253629099578,0.406926898052916,0.0855362670190516,1.71528039174154,"run000056","sim_runs/run000056/sim_2847152333624.log",509.760600375235,4.87983114446529,28349,166,40,40782,95212,294,0.927957,5.92284,0,0.0192134,0.109295,4.96491,4.20097
134.423737693578,1.56976393717341,0.343058254034986,1.04118006955832,"run000057","sim_runs/run000057/sim_4344939446894.log",1361.86454033771,7.37457786116322,13040,316,40,65563,178703,510,4.81706,13.4858,0,0.407085,1.01376,4.99401,4.25327
135.369132980704,1.4159424378071,0.439846969871724,1.86411303677596,"run000058","sim_runs/run000058/sim_4236200404189.log",1026.25,5.51144465290807,13131,307,40,49914,122137,385,7.39312,16.0359,0,0.554137,1.05135,4.94172,4.26122
48.2981425989419,1.96930749984458,0.37931106596443,1.24066172703169,"run000059","sim_runs/run000059/sim_3869381852805.log",243.267354596623,3.38536585365854,4685,162,40,13435,36092,236,5.59536,14.6531,0,0.581896,1.34701,4.88059,4.31395
101.149236196652,1.02594986981712,0.285661688027176,1.90611360268667,"run000060","sim_runs/run000060/sim_4180269978933.log",654.94052532833,7.52720450281426,9812,224,40,27493,68232,360,4.02677,12.5828,0,0.219799,0.618865,5.0029,4.26717
82.0489416085184,1.88116559083574,0.424256626363785,1.3326704504434,"run000061","sim_runs/run000061/sim_4212840222239.log",648.883489681051,5.49399624765479,7959,271,40,32168,76683,344,6.76777,15.4372,0,0.673861,1.35067,4.95736,4.31565
230.651729982346,1.67050931709819,0.314922498440865,1.33081103814766,"run000062","sim_runs/run000062/sim_2375149797600.log",2589.99287054409,8.92926829268293,22374,427,40,121938,294320,663,4.4055,12.7882,0,0.391188,1.0129,4.96303,4.24158
128.339529121295,1.63557475460693,0.0704234036093112,1.51176279201172,"run000063","sim_runs/run000063/sim_1895591087451.log",919.989587242026,8.15168855534709,12449,322,40,39948,96137,408,0.832553,5.91994,0,0.0750135,0.486766,4.9655,4.23593
80.1143325585872,1.0505135843996,0.417645981433452,1.0643600623589,"run000064","sim_runs/run000064/sim_2622451251789.log",616.975515947467,6.9703564727955,7772,193,40,27479,71208,366,5.55059,14.4604,0,0.309842,0.718766,4.94037,4.30421
271.298338184133,0.803723266394809,0.0956574626761721,1.61438839999028,"run000065","sim_runs/run000065/sim_4120079506820.log",2224.03583489681,18.0929643527205,26316,265,40,93282,236045,791,0.981936,6.46954,0,0.0418486,0.250823,4.99614,4.22009
294.381025908515,1.57273385878652,0.445633970626659,1.26969580166042,"run000066","sim_runs/run000066/sim_2646661372793.log",3050.60881801126,9.0890243902439,28555,440,40,148956,365351,750,6.85514,15.3643,0,0.571096,1.12437,4.99817,4.21866
120.684206159785,1.01196660688147,0.261491028180899,1.46429677912965,"run000067","sim_runs/run000067/sim_4272600646659.log",929.188273921201,9.12786116322701,11707,231,40,42416,108273,437,3.10654,10.9383,0,0.16891,0.535004,5.02917,4.30001
55.4621330741793,1.33083568760194,0.238106830383913,1.35160178900696,"run000068","sim_runs/run000068/sim_3821701551955.log",305.728142589118,4.83273921200751,5380,183,40,15155,38466,268,2.45387,10.0878,0,0.174893,0.660608,5.01186,4.33942
61.7410398740321,0.738088452164084,0.451226930406847,1.20487099117599,"run000069","sim_runs/run000069/sim_2845270282805.log",284.605347091933,4.51266416510319,5989,163,40,15257,35146,240,4.83384,13.0428,0,0.186507,0.453591,5.02409,4.27795
171.416342845187,0.828688296023756,0.421387529029744,1.62859108159319,"run000070","sim_runs/run000070/sim_2048522214394.log",1242.83189493433,9.29868667917449,16628,214,40,56233,139783,486,6.10202,14.6029,0,0.267971,0.571357,4.9894,4.25761
308.226996390149,1.7322263463866,0.291433096863329,1.19285777234472,"run000071","sim_runs/run000071/sim_1697301146065.log",3530.85121951219,14.9456848030019,29899,481,40,169329,434980,989,4.18305,12.5145,0,0.38663,1.03082,5.00055,4.24695
59.695195266977,1.28263229788281,0.304038944635977,1.20520623540506,"run000072","sim_runs/run000072/sim_2864622408174.log",340.041369606004,5.21350844277674,5791,173,40,18923,44472,297,3.41312,11.8204,0,0.232805,0.723199,4.92029,4.27933
158.810335369781,1.48488135468215,0.451552520400583,1.1605194862932,"run000073","sim_runs/run000073/sim_2152952945950.log",1499.09118198874,6.20863039399625,15405,332,40,75344,184024,495,6.8295,15.2604,0,0.541469,1.07225,5.00589,4.29123
229.448655415326,0.729646685440093,0.216618317659595,1.14983592112549,"run000074","sim_runs/run000074/sim_2851480332005.log",2394.6818011257,15.6320825515947,22257,235,40,107389,253366,702,2.15449,9.07787,0,0.0820951,0.31327,4.97391,4.21845
60.2865183725953,1.36972422515973,0.282860475886991,1.88388698222116,"run000075","sim_runs/run000075/sim_2975252960998.log",296.17138836773,5.39812382739212,5848,204,40,12833,32465,255,3.81889,12.1775,0,0.276727,0.793152,4.90964,4.2715
267.255071802065,1.38293401068076,0.361996758932946,1.75724573386833,"run000076","sim_runs/run000076/sim_4120169506877.log",2251.3181988743,8.83602251407129,25924,379,40,109693,275870,656,5.85114,14.417,0,0.43173,0.939453,4.98586,4.24287
271.373468004167,1.67918545021676,0.0280048886670556,1.4002844276838,"run000077","sim_runs/run000077/sim_1888391057106.log",2393.92410881801,20.5530018761726,26324,474,40,99898,229978,943,0.313193,3.60753,0,0.0287164,0.30104,5.00208,4.23132
58.3111462276429,1.67509938976727,0.304564972109802,1.71174415526912,"run000078","sim_runs/run000078/sim_1992271793346.log",310.325422138837,5.06388367729831,5657,199,40,13720,33165,242,4.34142,13.0306,0,0.392293,1.06906,4.84727,4.28132
158.383660428226,0.785729796299711,0.155741504873731,1.35663771536201,"run000079","sim_runs/run000079/sim_4198250106857.log",1301.36294559099,11.0172607879925,15364,213,40,52962,136042,490,1.60769,7.94781,0,0.0674369,0.307888,4.95744,4.202
268.047787565738,1.23593505402096,0.483439430528961,1.91933833737858,"run000080","sim_runs/run000080/sim_2996243054484.log",2073.23583489681,7.05900562851782,26001,357,40,102834,252791,586,8.03927,16.471,0,0.526732,0.940397,4.9869,4.25177
151.129355933517,1.35478427736089,0.493018147542898,1.8110784215387,"run000081","sim_runs/run000081/sim_1935090889632.log",1211.75628517824,6.16941838649156,14660,302,40,56694,138785,420,8.3516,16.7745,0,0.599844,1.04422,4.97732,4.28818
207.529975343496,0.220076051168144,0.40119471057551,1.50402713217773,"run000082","sim_runs/run000082/sim_4105549407457.log",2.75112570356476,0.886116322701689,20131,126,40,11505,27863,129,6.2141,13.9524,0,0.0720244,0.139354,5.03397,4.30046
61.4002962503582,0.765303519880399,0.260447009633936,1.19786357763223,"run000083","sim_runs/run000083/sim_2683351551941.log",277.939962476548,3.93067542213884,5956,153,40,14188,32160,203,2.48403,10.0466,0,0.101538,0.379774,4.88457,4.17772
286.349788056687,1.70215589995496,0.22091284324415,1.03312172973529,"run000084","sim_runs/run000084/sim_4033432933978.log",3730.208630394,17.8832082551595,27776,468,40,170835,444438,1042,2.7609,10.3758,0,0.252093,0.847488,4.98567,4.23212
262.809323836118,0.609419791959226,0.282126477068232,1.94011945975944,"run000085","sim_runs/run000085/sim_1975531673189.log",1905.30028142589,15.9258911819887,25493,219,40,79896,191065,667,3.49181,11.3059,0,0.111912,0.325229,4.98773,4.25317
231.924235103652,1.45480552790686,0.287871391799854,1.16292062960565,"run000086","sim_runs/run000086/sim_2996213054461.log",2575.14971857411,11.4497185741088,22497,360,40,118651,306737,710,3.8396,12.118,0,0.298374,0.839033,4.99706,4.23945
247.800891287625,0.409635345777497,0.436370117353363,1.53661559801549,"run000087","sim_runs/run000087/sim_4105329407394.log",1582.52476547842,13.053564727955,24037,165,40,73144,169509,564,5.71573,13.4063,0,0.120595,0.246689,4.99062,4.23965
193.978481637314,0.450028402265161,0.344364846994722,1.37599252280779,"run000088","sim_runs/run000088/sim_1656600950174.log",1327.25506566604,11.456191369606,18816,171,40,59576,145851,515,4.14822,11.915,0,0.0942494,0.238356,5.01758,4.29018
140.911957593635,1.51677046036348,0.0522427418181906,1.6469187811017,"run000089","sim_runs/run000089/sim_2894842559465.log",937.145403377111,8.14971857410882,13669,325,40,41336,108368,416,0.660723,5.47652,0,0.0553214,0.409284,5.02134,4.27475
174.017582666129,1.06703685778193,0.317505122828152,1.11698353290558,"run000090","sim_runs/run000090/sim_2847232333712.log",1810.07148217636,10.3193245778612,16880,276,40,77534,198396,571,4.13191,12.5985,0,0.23499,0.642039,4.94248,4.20956
234.94947344996,0.866113545652479,0.104095374725148,1.73013194557279,"run000091","sim_runs/run000091/sim_2363983174815.log",2073.13020637899,17.6440900562852,22791,275,40,82811,190157,774,1.12524,6.80039,0,0.0519281,0.285147,4.96759,4.25037
172.98610996455,1.15744274524041,0.266359201472369,1.98161153355613,"run000092","sim_runs/run000092/sim_2797082093752.log",1243.41632270169,8.80956848030019,16780,281,40,57970,142049,482,3.73783,11.8987,0,0.233963,0.665195,5.01143,4.25577
45.1565929315984,0.733658233704045,0.13777271584695,1.56048700097017,"run000093","sim_runs/run000093/sim_1890761070563.log",54.165478424015,0.580487804878049,4381,128,40,4071,10786,82,1.65676,8.56863,0,0.0696041,0.345748,4.95452,4.2405
294.768898487091,1.7807408945635,0.347487338327483,1.16894564311951,"run000094","sim_runs/run000094/sim_3835111629986.log",3512.43058161351,11.0279549718574,28593,499,40,173498,421725,859,4.81167,13.3027,0,0.45618,1.1178,4.99417,4.23807
79.8398369178176,1.12189320796169,0.245845836765511,1.8490322844591,"run000095","sim_runs/run000095/sim_4163709898475.log",416.106285178236,5.97213883677298,7745,221,40,20610,48508,316,2.79067,10.5334,0,0.168537,0.574888,4.96372,4.32144
214.699494997039,0.220800722017884,0.465990025262727,1.28148142201826,"run000096","sim_runs/run000096/sim_1700059858162.log",66.9552532833021,1.66538461538461,20826,131,40,18216,44683,156,7.22816,14.7978,0,0.083096,0.143199,5.00902,4.16599
241.303841769695,1.45518480483443,0.15577422586648,1.51301348698325,"run000097","sim_runs/run000097/sim_3948602394192.log",2325.28808630394,15.5946529080675,23407,377,40,106621,262250,871,2.05067,9.09913,0,0.15753,0.628777,4.99571,4.24102
44.7756600379944,1.05643928693607,0.055663095707132,1.99958269391209,"run000098","sim_runs/run000098/sim_1986460608767.log",-5.72326454033771,-0.291932457786116,4344,148,40,2498,5629,51,0.812575,5.96196,0,0.0511265,0.360756,4.99689,4.31183
161.175031084567,1.37244207193144,0.299000260911271,1.73239341774024,"run000099","sim_runs/run000099/sim_1986450608767.log",1265.75675422139,6.75966228893058,15634,315,40,61011,154333,479,4.52049,13.195,0,0.332192,0.858002,4.96671,4.27118
176.611866503954,1.15350485588424,0.248038611531229,1.75244596973062,"run000100","sim_runs/run000100/sim_2737081793306.log",1400.01088180113,9.35075046904315,17132,287,40,62496,162622,519,3.40522,11.4185,0,0.210171,0.632507,4.94999,4.2423
309.132555034012,1.25101197888143,0.189449507561221,1.21319197211415,"run000101","sim_runs/run000101/sim_4248280479587.log",3588.65243902439,23.0740150093809,29986,360,40,160590,405964,1158,2.2811,9.45594,0,0.154046,0.574708,5.01862,4.23051
